location,location_type,country,province,county,city
Colombia-Sucre-Tolu_Viejo,city,Colombia,Sucre,Tolu Viejo,Tolu Viejo
Colombia-Tolima-Ibague,city,Colombia,Tolima,Ibague,Ibague
Colombia-Tolima-Alpujarra,city,Colombia,Tolima,Alpujarra,Alpujarra
Colombia-Tolima-Alvarado,city,Colombia,Tolima,Alvarado,Alvarado
Colombia-Tolima-Ambalema,city,Colombia,Tolima,Ambalema,Ambalema
Colombia-Tolima-Anzoategui,city,Colombia,Tolima,Anzoategui,Anzoategui
Colombia-Tolima-Armero,city,Colombia,Tolima,Armero,Armero
Colombia-Tolima-Ataco,city,Colombia,Tolima,Ataco,Ataco
Colombia-Tolima-Cajamarca,city,Colombia,Tolima,Cajamarca,Cajamarca
Colombia-Tolima-Carmen_De_Apicala,city,Colombia,Tolima,Carmen De Apicala,Carmen De Apicala
Colombia-Tolima-Casabianca,city,Colombia,Tolima,Casabianca,Casabianca
Colombia-Tolima-Chaparral,city,Colombia,Tolima,Chaparral,Chaparral
Colombia-Tolima-Coello,city,Colombia,Tolima,Coello,Coello
Colombia-Tolima-Coyaima,city,Colombia,Tolima,Coyaima,Coyaima
Colombia-Tolima-Cunday,city,Colombia,Tolima,Cunday,Cunday
Colombia-Tolima-Dolores,city,Colombia,Tolima,Dolores,Dolores
Colombia-Tolima-Espinal,city,Colombia,Tolima,Espinal,Espinal
Colombia-Tolima-Falan,city,Colombia,Tolima,Falan,Falan
Colombia-Tolima-Flandes,city,Colombia,Tolima,Flandes,Flandes
Colombia-Tolima-Fresno,city,Colombia,Tolima,Fresno,Fresno
Colombia-Tolima-Guamo,city,Colombia,Tolima,Guamo,Guamo
Colombia-Tolima-Herveo,city,Colombia,Tolima,Herveo,Herveo
Colombia-Tolima-Honda,city,Colombia,Tolima,Honda,Honda
Colombia-Tolima-Icononzo,city,Colombia,Tolima,Icononzo,Icononzo
Colombia-Tolima-Lerida,city,Colombia,Tolima,Lerida,Lerida
Colombia-Tolima-Libano,city,Colombia,Tolima,Libano,Libano
Colombia-Tolima-Mariquita,city,Colombia,Tolima,Mariquita,Mariquita
Colombia-Tolima-Melgar,city,Colombia,Tolima,Melgar,Melgar
Colombia-Tolima-Murillo,city,Colombia,Tolima,Murillo,Murillo
Colombia-Tolima-Natagaima,city,Colombia,Tolima,Natagaima,Natagaima
Colombia-Tolima-Ortega,city,Colombia,Tolima,Ortega,Ortega
Colombia-Tolima-Palocabildo,city,Colombia,Tolima,Palocabildo,Palocabildo
Colombia-Tolima-Piedras,city,Colombia,Tolima,Piedras,Piedras
Colombia-Tolima-Planadas,city,Colombia,Tolima,Planadas,Planadas
Colombia-Tolima-Prado,city,Colombia,Tolima,Prado,Prado
Colombia-Tolima-Purificacion,city,Colombia,Tolima,Purificacion,Purificacion
Colombia-Tolima-Rioblanco,city,Colombia,Tolima,Rioblanco,Rioblanco
Colombia-Tolima-Roncesvalles,city,Colombia,Tolima,Roncesvalles,Roncesvalles
Colombia-Tolima-Rovira,city,Colombia,Tolima,Rovira,Rovira
Colombia-Tolima-Saldana,city,Colombia,Tolima,Saldana,Saldana
Colombia-Tolima-San_Antonio,city,Colombia,Tolima,San Antonio,San Antonio
Colombia-Tolima-San_Luis,city,Colombia,Tolima,San Luis,San Luis
Colombia-Tolima-Santa_Isabel,city,Colombia,Tolima,Santa Isabel,Santa Isabel
Colombia-Tolima-Suarez,city,Colombia,Tolima,Suarez,Suarez
Colombia-Tolima-Valle_De_San_Juan,city,Colombia,Tolima,Valle De San Juan,Valle De San Juan
Colombia-Tolima-Venadillo,city,Colombia,Tolima,Venadillo,Venadillo
Colombia-Tolima-Villahermosa,city,Colombia,Tolima,Villahermosa,Villahermosa
Colombia-Tolima-Villarrica,city,Colombia,Tolima,Villarrica,Villarrica
Colombia-Valle_Del_Cauca-Cali,city,Colombia,Valle Del Cauca,Cali,Cali
Colombia-Valle_Del_Cauca-Alcala,city,Colombia,Valle Del Cauca,Alcala,Alcala
Colombia-Valle_Del_Cauca-Andalucia,city,Colombia,Valle Del Cauca,Andalucia,Andalucia
Colombia-Valle_Del_Cauca-Ansermanuevo,city,Colombia,Valle Del Cauca,Ansermanuevo,Ansermanuevo
Colombia-Valle_Del_Cauca-Argelia,city,Colombia,Valle Del Cauca,Argelia,Argelia
Colombia-Valle_Del_Cauca-Bolivar,city,Colombia,Valle Del Cauca,Bolivar,Bolivar
Colombia-Valle_Del_Cauca-Buenaventura,city,Colombia,Valle Del Cauca,Buenaventura,Buenaventura
Colombia-Valle_Del_Cauca-Guadalajara_De_Buga,city,Colombia,Valle Del Cauca,Guadalajara De Buga,Guadalajara De Buga
Colombia-Valle_Del_Cauca-Bugalagrande,city,Colombia,Valle Del Cauca,Bugalagrande,Bugalagrande
Colombia-Valle_Del_Cauca-Caicedonia,city,Colombia,Valle Del Cauca,Caicedonia,Caicedonia
Colombia-Valle_Del_Cauca-Calima,city,Colombia,Valle Del Cauca,Calima,Calima
Colombia-Valle_Del_Cauca-Candelaria,city,Colombia,Valle Del Cauca,Candelaria,Candelaria
Colombia-Valle_Del_Cauca-Cartago,city,Colombia,Valle Del Cauca,Cartago,Cartago
Colombia-Valle_Del_Cauca-Dagua,city,Colombia,Valle Del Cauca,Dagua,Dagua
Colombia-Valle_Del_Cauca-El_Aguila,city,Colombia,Valle Del Cauca,El Aguila,El Aguila
Colombia-Valle_Del_Cauca-El_Cairo,city,Colombia,Valle Del Cauca,El Cairo,El Cairo
Colombia-Valle_Del_Cauca-El_Cerrito,city,Colombia,Valle Del Cauca,El Cerrito,El Cerrito
Colombia-Valle_Del_Cauca-El_Dovio,city,Colombia,Valle Del Cauca,El Dovio,El Dovio
Colombia-Valle_Del_Cauca-Florida,city,Colombia,Valle Del Cauca,Florida,Florida
Colombia-Valle_Del_Cauca-Ginebra,city,Colombia,Valle Del Cauca,Ginebra,Ginebra
Colombia-Valle_Del_Cauca-Guacari,city,Colombia,Valle Del Cauca,Guacari,Guacari
Colombia-Valle_Del_Cauca-Jamundi,city,Colombia,Valle Del Cauca,Jamundi,Jamundi
Colombia-Valle_Del_Cauca-La_Cumbre,city,Colombia,Valle Del Cauca,La Cumbre,La Cumbre
Colombia-Valle_Del_Cauca-La_Union,city,Colombia,Valle Del Cauca,La Union,La Union
Colombia-Valle_Del_Cauca-La_Victoria,city,Colombia,Valle Del Cauca,La Victoria,La Victoria
Colombia-Valle_Del_Cauca-Obando,city,Colombia,Valle Del Cauca,Obando,Obando
Colombia-Valle_Del_Cauca-Palmira,city,Colombia,Valle Del Cauca,Palmira,Palmira
Colombia-Valle_Del_Cauca-Pradera,city,Colombia,Valle Del Cauca,Pradera,Pradera
Colombia-Valle_Del_Cauca-Restrepo,city,Colombia,Valle Del Cauca,Restrepo,Restrepo
Colombia-Valle_Del_Cauca-Riofrio,city,Colombia,Valle Del Cauca,Riofrio,Riofrio
Colombia-Valle_Del_Cauca-Roldanillo,city,Colombia,Valle Del Cauca,Roldanillo,Roldanillo
Colombia-Valle_Del_Cauca-San_Pedro,city,Colombia,Valle Del Cauca,San Pedro,San Pedro
Colombia-Valle_Del_Cauca-Sevilla,city,Colombia,Valle Del Cauca,Sevilla,Sevilla
Colombia-Valle_Del_Cauca-Toro,city,Colombia,Valle Del Cauca,Toro,Toro
Colombia-Valle_Del_Cauca-Trujillo,city,Colombia,Valle Del Cauca,Trujillo,Trujillo
Colombia-Valle_Del_Cauca-Tulua,city,Colombia,Valle Del Cauca,Tulua,Tulua
Colombia-Valle_Del_Cauca-Ulloa,city,Colombia,Valle Del Cauca,Ulloa,Ulloa
Colombia-Valle_Del_Cauca-Versalles,city,Colombia,Valle Del Cauca,Versalles,Versalles
Colombia-Valle_Del_Cauca-Vijes,city,Colombia,Valle Del Cauca,Vijes,Vijes
Colombia-Valle_Del_Cauca-Yotoco,city,Colombia,Valle Del Cauca,Yotoco,Yotoco
Colombia-Valle_Del_Cauca-Yumbo,city,Colombia,Valle Del Cauca,Yumbo,Yumbo
Colombia-Valle_Del_Cauca-Zarzal,city,Colombia,Valle Del Cauca,Zarzal,Zarzal
Colombia-Arauca-Arauca,city,Colombia,Arauca,Arauca,Arauca
Colombia-Arauca-Arauquita,city,Colombia,Arauca,Arauquita,Arauquita
Colombia-Arauca-Cravo_Norte,city,Colombia,Arauca,Cravo Norte,Cravo Norte
Colombia-Arauca-Fortul,city,Colombia,Arauca,Fortul,Fortul
Colombia-Arauca-Puerto_Rondon,city,Colombia,Arauca,Puerto Rondon,Puerto Rondon
Colombia-Arauca-Saravena,city,Colombia,Arauca,Saravena,Saravena
Colombia-Arauca-Tame,city,Colombia,Arauca,Tame,Tame
Colombia-Casanare-Yopal,city,Colombia,Casanare,Yopal,Yopal
Colombia-Casanare-Aguazul,city,Colombia,Casanare,Aguazul,Aguazul
Colombia-Casanare-Chameza,city,Colombia,Casanare,Chameza,Chameza
Colombia-Casanare-Hato_Corozal,city,Colombia,Casanare,Hato Corozal,Hato Corozal
Colombia-Casanare-La_Salina,city,Colombia,Casanare,La Salina,La Salina
Colombia-Casanare-Mani,city,Colombia,Casanare,Mani,Mani
Colombia-Casanare-Monterrey,city,Colombia,Casanare,Monterrey,Monterrey
Colombia-Casanare-Nunchia,city,Colombia,Casanare,Nunchia,Nunchia
Colombia-Casanare-Orocue,city,Colombia,Casanare,Orocue,Orocue
Colombia-Casanare-Paz_De_Ariporo,city,Colombia,Casanare,Paz De Ariporo,Paz De Ariporo
Colombia-Casanare-Pore,city,Colombia,Casanare,Pore,Pore
Colombia-Casanare-Recetor,city,Colombia,Casanare,Recetor,Recetor
Colombia-Casanare-Sabanalarga,city,Colombia,Casanare,Sabanalarga,Sabanalarga
Colombia-Casanare-Sacama,city,Colombia,Casanare,Sacama,Sacama
Colombia-Casanare-San_Luis_De_Palenque,city,Colombia,Casanare,San Luis De Palenque,San Luis De Palenque
Colombia-Casanare-Tamara,city,Colombia,Casanare,Tamara,Tamara
Colombia-Casanare-Tauramena,city,Colombia,Casanare,Tauramena,Tauramena
Colombia-Casanare-Trinidad,city,Colombia,Casanare,Trinidad,Trinidad
Colombia-Casanare-Villanueva,city,Colombia,Casanare,Villanueva,Villanueva
Colombia-Putumayo-Mocoa,city,Colombia,Putumayo,Mocoa,Mocoa
Colombia-Putumayo-Colon,city,Colombia,Putumayo,Colon,Colon
Colombia-Putumayo-Orito,city,Colombia,Putumayo,Orito,Orito
Colombia-Putumayo-Puerto_Asis,city,Colombia,Putumayo,Puerto Asis,Puerto Asis
Colombia-Putumayo-Puerto_Caicedo,city,Colombia,Putumayo,Puerto Caicedo,Puerto Caicedo
Colombia-Putumayo-Puerto_Guzman,city,Colombia,Putumayo,Puerto Guzman,Puerto Guzman
Colombia-Putumayo-Leguizamo,city,Colombia,Putumayo,Leguizamo,Leguizamo
Colombia-Putumayo-Sibundoy,city,Colombia,Putumayo,Sibundoy,Sibundoy
Colombia-Putumayo-San_Francisco,city,Colombia,Putumayo,San Francisco,San Francisco
Colombia-Putumayo-San_Miguel,city,Colombia,Putumayo,San Miguel,San Miguel
Colombia-Putumayo-Santiago,city,Colombia,Putumayo,Santiago,Santiago
Colombia-Putumayo-Valle_Del_Guamuez,city,Colombia,Putumayo,Valle Del Guamuez,Valle Del Guamuez
Colombia-Putumayo-Villagarzon,city,Colombia,Putumayo,Villagarzon,Villagarzon
Colombia-San_Andres-San_Andres,city,Colombia,San Andres,San Andres,San Andres
Colombia-San_Andres-Providencia,city,Colombia,San Andres,Providencia,Providencia
Colombia-Amazonas-Leticia,city,Colombia,Amazonas,Leticia,Leticia
Colombia-Amazonas-El_Encanto,city,Colombia,Amazonas,El Encanto,El Encanto
Colombia-Amazonas-La_Chorrera,city,Colombia,Amazonas,La Chorrera,La Chorrera
Colombia-Amazonas-La_Pedrera,city,Colombia,Amazonas,La Pedrera,La Pedrera
Colombia-Amazonas-La_Victoria,city,Colombia,Amazonas,La Victoria,La Victoria
Colombia-Amazonas-Miriti_Parana,city,Colombia,Amazonas,Miriti Parana,Miriti Parana
Colombia-Amazonas-Puerto_Alegria,city,Colombia,Amazonas,Puerto Alegria,Puerto Alegria
Colombia-Amazonas-Puerto_Arica,city,Colombia,Amazonas,Puerto Arica,Puerto Arica
Colombia-Amazonas-Puerto_Narino,city,Colombia,Amazonas,Puerto Narino,Puerto Narino
Colombia-Amazonas-Puerto_Santander,city,Colombia,Amazonas,Puerto Santander,Puerto Santander
Colombia-Amazonas-Tarapaca,city,Colombia,Amazonas,Tarapaca,Tarapaca
Colombia-Guainia-Inirida,city,Colombia,Guainia,Inirida,Inirida
Colombia-Guainia-Barranco_Minas,city,Colombia,Guainia,Barranco Minas,Barranco Minas
Colombia-Guainia-Mapiripana,city,Colombia,Guainia,Mapiripana,Mapiripana
Colombia-Guainia-San_Felipe,city,Colombia,Guainia,San Felipe,San Felipe
Colombia-Guainia-Puerto_Colombia,city,Colombia,Guainia,Puerto Colombia,Puerto Colombia
Colombia-Guainia-La_Guadalupe,city,Colombia,Guainia,La Guadalupe,La Guadalupe
Colombia-Guainia-Cacahual,city,Colombia,Guainia,Cacahual,Cacahual
Colombia-Guainia-Pana_Pana,city,Colombia,Guainia,Pana Pana,Pana Pana
Colombia-Guainia-Morichal,city,Colombia,Guainia,Morichal,Morichal
Colombia-Guaviare-San_Jose_Del_Guaviare,city,Colombia,Guaviare,San Jose Del Guaviare,San Jose Del Guaviare
Colombia-Guaviare-Calamar,city,Colombia,Guaviare,Calamar,Calamar
Colombia-Guaviare-El_Retorno,city,Colombia,Guaviare,El Retorno,El Retorno
Colombia-Guaviare-Miraflores,city,Colombia,Guaviare,Miraflores,Miraflores
Colombia-Vaupes-Mitu,city,Colombia,Vaupes,Mitu,Mitu
Colombia-Vaupes-Caruru,city,Colombia,Vaupes,Caruru,Caruru
Colombia-Vaupes-Pacoa,city,Colombia,Vaupes,Pacoa,Pacoa
Colombia-Vaupes-Taraira,city,Colombia,Vaupes,Taraira,Taraira
Colombia-Vaupes-Papunaua,city,Colombia,Vaupes,Papunaua,Papunaua
Colombia-Vaupes-Yavarate,city,Colombia,Vaupes,Yavarate,Yavarate
Colombia-Vichada-Puerto_Carreno,city,Colombia,Vichada,Puerto Carreno,Puerto Carreno
Colombia-Vichada-La_Primavera,city,Colombia,Vichada,La Primavera,La Primavera
Colombia-Vichada-Santa_Rosalia,city,Colombia,Vichada,Santa Rosalia,Santa Rosalia
Colombia-Vichada-Cumaribo,city,Colombia,Vichada,Cumaribo,Cumaribo
Colombia-Desconocido-Desconocido,city,Colombia,Desconocido,Desconocido,Desconocido
Colombia-Bogota-Bogota,city,Colombia,Bogota,Bogota,Bogota
Colombia-Bogota-Usaquen_Los_Cedros,city,Colombia,Bogota,Usaquen Los Cedros,Usaquen Los Cedros
Colombia-Bogota-Usaquen_Santa_Barbara,city,Colombia,Bogota,Usaquen Santa Barbara,Usaquen Santa Barbara
Colombia-Bogota-Barrios_Unidos_Los_Andes,city,Colombia,Bogota,Barrios Unidos Los Andes,Barrios Unidos Los Andes
Colombia-Bogota-Barrios_Unidos_12_De_Octubre,city,Colombia,Bogota,Barrios Unidos 12 De Octubre,Barrios Unidos 12 De Octubre
Colombia-Bogota-San_Cristobal_Sociego,city,Colombia,Bogota,San Cristobal Sociego,San Cristobal Sociego
Colombia-Bogota-Tunjuelito_Venecia,city,Colombia,Bogota,Tunjuelito Venecia,Tunjuelito Venecia
Colombia-Bogota-Puente_Aranda_San_Rafael,city,Colombia,Bogota,Puente Aranda San Rafael,Puente Aranda San Rafael
Colombia-Bogota-Kennedy_Americas,city,Colombia,Bogota,Kennedy Americas,Kennedy Americas
Colombia-Bogota-Kennedy_Kennedy_Central,city,Colombia,Bogota,Kennedy Kennedy Central,Kennedy Kennedy Central
Colombia-Bogota-Tunjuelito_Tunjuelito,city,Colombia,Bogota,Tunjuelito Tunjuelito,Tunjuelito Tunjuelito
Colombia-Bogota-Ciudad_Bolivar_San_Francisco,city,Colombia,Bogota,Ciudad Bolivar San Francisco,Ciudad Bolivar San Francisco
Colombia-Bogota-Engativa_Engativa,city,Colombia,Bogota,Engativa Engativa,Engativa Engativa
Colombia-Bogota-Fontibon_Fontibon,city,Colombia,Bogota,Fontibon Fontibon,Fontibon Fontibon
Colombia-Bogota-Bosa_Bosa_Central,city,Colombia,Bogota,Bosa Bosa Central,Bosa Bosa Central
Colombia-Bogota-Bosa_Tintal_Sur,city,Colombia,Bogota,Bosa Tintal Sur,Bosa Tintal Sur
Colombia-Bogota-La_Candelaria_La_Candelaria,city,Colombia,Bogota,La Candelaria La Candelaria,La Candelaria La Candelaria
Colombia-Bogota-Chapinero_Chico_Lago,city,Colombia,Bogota,Chapinero Chico Lago,Chapinero Chico Lago
Colombia-Bogota-Chapinero_Chapinero,city,Colombia,Bogota,Chapinero Chapinero,Chapinero Chapinero
Colombia-Bogota-Teusaquillo_Teusaquillo,city,Colombia,Bogota,Teusaquillo Teusaquillo,Teusaquillo Teusaquillo
Colombia-Bogota-Teusaquillo_La_Esmeralda,city,Colombia,Bogota,Teusaquillo La Esmeralda,Teusaquillo La Esmeralda
Colombia-Bogota-Teusaquillo_Quinta_Paredes,city,Colombia,Bogota,Teusaquillo Quinta Paredes,Teusaquillo Quinta Paredes
Colombia-Bogota-Teusaquillo_Ciudad_Salitre_Oriental,city,Colombia,Bogota,Teusaquillo Ciudad Salitre Oriental,Teusaquillo Ciudad Salitre Oriental
Colombia-Sucre-Tolu,city,Colombia,Sucre,Tolu,Tolu
Colombia-Sucre-Toluviejo,city,Colombia,Sucre,Toluviejo,Toluviejo
Colombia-Tolima-Armero_Guayabal,city,Colombia,Tolima,Armero Guayabal,Armero Guayabal
Colombia-Valle,province,Colombia,Valle,,
Colombia-Bolivar,province,Colombia,Bolivar,,
Colombia-Norte_Santander,province,Colombia,Norte Santander,,
Colombia-Barranquilla,province,Colombia,Barranquilla,,
Colombia-Huila,province,Colombia,Huila,,
Colombia-Santander,province,Colombia,Santander,,
Colombia-Cordoba,province,Colombia,Cordoba,,
Colombia-Meta,province,Colombia,Meta,,
Colombia-Tolima,province,Colombia,Tolima,,
Colombia-Atlantico,province,Colombia,Atlantico,,
Colombia-Cesar,province,Colombia,Cesar,,
Colombia-Antioquia,province,Colombia,Antioquia,,
Colombia-Casanare,province,Colombia,Casanare,,
Colombia-Santa_Marta,province,Colombia,Santa Marta,,
Colombia-Sucre,province,Colombia,Sucre,,
Colombia-Magdalena,province,Colombia,Magdalena,,
Colombia-Bogota,province,Colombia,Bogota,,
Colombia-Caqueta,province,Colombia,Caqueta,,
Colombia-Cundinamarca,province,Colombia,Cundinamarca,,
Colombia-Arauca,province,Colombia,Arauca,,
Colombia-Guajira,province,Colombia,Guajira,,
Colombia-Risaralda,province,Colombia,Risaralda,,
Colombia-Putumayo,province,Colombia,Putumayo,,
Colombia-Cartagena,province,Colombia,Cartagena,,
Colombia-Cauca,province,Colombia,Cauca,,
Colombia-Quindio,province,Colombia,Quindio,,
Colombia-Caldas,province,Colombia,Caldas,,
Colombia-Amazonas,province,Colombia,Amazonas,,
Colombia-Boyaca,province,Colombia,Boyaca,,
Colombia-San_Andres,province,Colombia,San Andres,,
Colombia-Buenaventura,province,Colombia,Buenaventura,,
Colombia-Narino,province,Colombia,Narino,,
Colombia-Guaviare,province,Colombia,Guaviare,,
Colombia-Vichada,province,Colombia,Vichada,,
Colombia-Choco,province,Colombia,Choco,,
Colombia-Vaupes,province,Colombia,Vaupes,,
Colombia-Guainia,province,Colombia,Guainia,,
Colombia-Exterior,province,Colombia,Exterior,,
Colombia-unknown,province,Colombia,unknown,,
Colombia-desconocido,province,Colombia,desconocido,,
Dominican_Republic-Azua-Compostela,city,Dominican Republic,Azua,Compostela,Compostela
Dominican_Republic-Barahona,province,Dominican Republic,Barahona,,
Dominican_Republic-Distrito_Nacional,city,Dominican Republic,,,Distrito Nacional
Dominican_Republic-Independencia,province,Dominican Republic,Independencia,,
Dominican_Republic-Jimani_de_Independencia,city,Dominican Republic,,,Jimani de Independencia
Dominican_Republic-Luperon-Puerto_Plata,city,Dominican Republic,Luperon,Puerto Plata,Puerto Plata
Dominican_Republic-Santa_Cruz-Barahona,city,Dominican Republic,Santa Cruz,Barahona,Barahona
Dominican_Republic-Santiago-Caballeros,city,Dominican Republic,Santiago,Caballeros,Caballeros
Dominican_Republic-Santo_Domingo,city,Dominican Republic,,,Santo Domingo
Dominican_Republic-Santo_Domingo_Norte,city,Dominican Republic,,,Santo Domingo Norte
Dominican_Republic-Santo_Domingo_Este,city,Dominican Republic,,,Santo Domingo Este
Dominican_Republic-Santo_Domingo_Oeste,city,Dominican Republic,,,Santo Domingo Oeste
Dominican_Republic-Distrito_Nacional,province,Dominican Republic,Distrito Nacional,,
Dominican_Republic-Azua,province,Dominican Republic,Azua,,
Dominican_Republic-Baoruco,province,Dominican Republic,Baoruco,,
Dominican_Republic-Barahona,province,Dominican Republic,Barahona,,
Dominican_Republic-Dajabon,province,Dominican Republic,Dajabon,,
Dominican_Republic-Duarte,province,Dominican Republic,Duarte,,
Dominican_Republic-Elias_Pina,province,Dominican Republic,Elias Pina,,
Dominican_Republic-El_Seibo,province,Dominican Republic,El Seibo,,
Dominican_Republic-Espaillat,province,Dominican Republic,Espaillat,,
Dominican_Republic-Independencia,province,Dominican Republic,Independencia,,
Dominican_Republic-La_Altagracia,province,Dominican Republic,La Altagracia,,
Dominican_Republic-La_Romana,province,Dominican Republic,La Romana,,
Dominican_Republic-La_Vega,province,Dominican Republic,La Vega,,
Dominican_Republic-Maria_Trinidad_Sanchez,province,Dominican Republic,Maria Trinidad Sanchez,,
Dominican_Republic-Monte_Cristi,province,Dominican Republic,Monte Cristi,,
Dominican_Republic-Pedernales,province,Dominican Republic,Pedernales,,
Dominican_Republic-Peravia,province,Dominican Republic,Peravia,,
Dominican_Republic-Puerto_Plata,province,Dominican Republic,Puerto Plata,,
Dominican_Republic-Hermanas_Mirabal,province,Dominican Republic,Hermanas Mirabal,,
Dominican_Republic-Samana,province,Dominican Republic,Samana,,
Dominican_Republic-San_Cristobal,province,Dominican Republic,San Cristobal,,
Dominican_Republic-San_Juan,province,Dominican Republic,San Juan,,
Dominican_Republic-San_Pedro_de_Macoris,province,Dominican Republic,San Pedro de Macoris,,
Dominican_Republic-Sanchez_Ramirez,province,Dominican Republic,Sanchez Ramirez,,
Dominican_Republic-Santiago,province,Dominican Republic,Santiago,,
Dominican_Republic-Santiago-Rodriguez,city,Dominican Republic,Santiago,Rodriguez,Rodriguez
Dominican_Republic-Valverde,province,Dominican Republic,Valverde,,
Dominican_Republic-Monsenor_Nouel,province,Dominican Republic,Monsenor Nouel,,
Dominican_Republic-Monte_Plata,province,Dominican Republic,Monte Plata,,
Dominican_Republic-Hato_Mayor,province,Dominican Republic,Hato Mayor,,
Dominican_Republic-San_Jose_de_Ocoa,province,Dominican Republic,San Jose de Ocoa,,
Dominican_Republic-Santo_Domingo,province,Dominican Republic,Santo Domingo,,
Dominican_Republic-Extranjera,province,Dominican Republic,Extranjera,,
Dominican_Republic-Other,province,Dominican Republic,Other,,
Ecuador-Azuay-Cuenca,county,Ecuador,Azuay,Cuenca,Cuenca
Ecuador-Bolivar,province,Ecuador,Bolivar,,
Ecuador-Chimborazo-Chunchi,county,Ecuador,Chimborazo,Chunchi,Chunchi
Ecuador-Cotopaxi,province,Ecuador,Cotopaxi,,
Ecuador-El_Oro-Huaquillas,county,Ecuador,El Oro,Huaquillas,Huaquillas
Ecuador-El_Oro-Machala,county,Ecuador,El Oro,Machala,Machala
Ecuador-El_Oro-Pasaje,county,Ecuador,El Oro,Pasaje,Pasaje
Ecuador-El_Oro-Santa_Rosa,county,Ecuador,El Oro,Santa Rosa,Santa Rosa
Ecuador-Esmeraldas-Esmeraldas,county,Ecuador,Esmeraldas,Esmeraldas,Esmeraldas
Ecuador-Esmeraldas-Atacames,county,Ecuador,Esmeraldas,Atacames,Atacames
Ecuador-Esmeraldas-Muisne,county,Ecuador,Esmeraldas,Muisne,Muisne
Ecuador-Esmeraldas-Quininde,county,Ecuador,Esmeraldas,Quininde,Quininde
Ecuador-Esmeraldas-San_Lorenzo,county,Ecuador,Esmeraldas,San Lorenzo,San Lorenzo
Ecuador-Esmeraldas-Rioverde,county,Ecuador,Esmeraldas,Rioverde,Rioverde
Ecuador-Galapagos-Santa_Cruz,county,Ecuador,Galapagos,Santa Cruz,Santa Cruz
Ecuador-Imbabura-Otavalo,county,Ecuador,Imbabura,Otavalo,Otavalo
Ecuador-Guayas-Daule,county,Ecuador,Guayas,Daule,Daule
Ecuador-Guayas-General_Antonio_Elizalde,county,Ecuador,Guayas,General Antonio Elizalde,General Antonio Elizalde
Ecuador-Guayas-Guayaquil,county,Ecuador,Guayas,Guayaquil,Guayaquil
Ecuador-Guayas-Playas,county,Ecuador,Guayas,Playas,Playas
Ecuador-Guayas-Balzar,county,Ecuador,Guayas,Balzar,Balzar
Ecuador-Los_Rios-Buena_Fe,county,Ecuador,Los Rios,Buena Fe,Buena Fe
Ecuador-Los_Rios-Quevedo,county,Ecuador,Los Rios,Quevedo,Quevedo
Ecuador-Los_Rios-Ventanas,county,Ecuador,Los Rios,Ventanas,Ventanas
Ecuador-Los_Rios-Vinces,county,Ecuador,Los Rios,Vinces,Vinces
Ecuador-Manabi-Jipijapa,county,Ecuador,Manabi,Jipijapa,Jipijapa
Ecuador-Los_Rios-Jaramijo,county,Ecuador,Los Rios,Jaramijo,Jaramijo
Ecuador-Manabi-Chone,county,Ecuador,Manabi,Chone,Chone
Ecuador-Manabi-Manta,county,Ecuador,Manabi,Manta,Manta
Ecuador-Manabi-Pajan,county,Ecuador,Manabi,Pajan,Pajan
Ecuador-Manabi-Pedernales,county,Ecuador,Manabi,Pedernales,Pedernales
Ecuador-Manabi-Portoviejo,county,Ecuador,Manabi,Portoviejo,Portoviejo
Ecuador-Manabi-Puerto_Lopez,county,Ecuador,Manabi,Puerto Lopez,Puerto Lopez
Ecuador-Manabi-Rocafuerte,county,Ecuador,Manabi,Rocafuerte,Rocafuerte
Ecuador-Manabi-Santa_Ana,county,Ecuador,Manabi,Santa Ana,Santa Ana
Ecuador-Manabi-San_Vicente,county,Ecuador,Manabi,San Vicente,San Vicente
Ecuador-Manabi-24_de_Mayo,county,Ecuador,Manabi,24 de Mayo,24 de Mayo
Ecuador-Manabi-Tosagua,county,Ecuador,Manabi,Tosagua,Tosagua
Ecuador-Manabi-Sucre,county,Ecuador,Manabi,Sucre,Sucre
Ecuador-Orellana_Joya_de_los_Sachas,county,Ecuador,,Orellana Joya de los Sachas,
Ecuador-Pichincha-Mejia,county,Ecuador,Pichincha,Mejia,Mejia
Ecuador-Pichincha-Quito,county,Ecuador,Pichincha,Quito,Quito
Ecuador-Pichincha-Cayambe,county,Ecuador,Pichincha,Cayambe,Cayambe
Ecuador-Santa_Elena,province,Ecuador,Santa Elena,,
Ecuador-Santo_Domingo_de_los_Tsachilas-La_Concordia,county,Ecuador,Santo Domingo de los Tsachilas,La Concordia,La Concordia
Ecuador-Santo_Domingo_de_los_Tsachilas-Santo_Domingo,county,Ecuador,Santo Domingo de los Tsachilas,Santo Domingo,Santo Domingo
Ecuador-Sucumbios-Shushufindi,county,Ecuador,Sucumbios,Shushufindi,Shushufindi
Ecuador-Sucumbios-Lago_Agrio,county,Ecuador,Sucumbios,Lago Agrio,Lago Agrio
Ecuador-Azuay,province,Ecuador,Azuay,,
Ecuador-Esmeraldas,province,Ecuador,Esmeraldas,,
Ecuador-Chimborazo,province,Ecuador,Chimborazo,,
Ecuador-Galapagos,province,Ecuador,Galapagos,,
Ecuador-Orellana,province,Ecuador,Orellana,,
Ecuador-Guayas,province,Ecuador,Guayas,,
