location,location_type,country,province,county,city,latitude,longitude
Colombia-Meta-San_Martin,city,Colombia,Meta,San Martin,San Martin,3.698492,-73.697308
Colombia-Meta-Vistahermosa,city,Colombia,Meta,Vistahermosa,Vistahermosa,3.127883,-73.752512
Colombia-Narino-Pasto,city,Colombia,Narino,Pasto,Pasto,1.2058837,-77.285787
Colombia-Narino-Alban,city,Colombia,Narino,Alban,Alban,4.876247999999999,-74.437772
Colombia-Narino-Aldana,city,Colombia,Narino,Aldana,Aldana,0.882544,-77.700425
Colombia-Narino-Ancuya,city,Colombia,Narino,Ancuya,Ancuya,1.26295,-77.515158
Colombia-Narino-Arboleda,city,Colombia,Narino,Arboleda,Arboleda,1.3666799,-77.41669999999999
Colombia-Narino-Barbacoas,city,Colombia,Narino,Barbacoas,Barbacoas,1.67155,-78.14099
Colombia-Narino-Belen,city,Colombia,Narino,Belen,Belen,6.231928,-75.60116719999999
Colombia-Narino-Buesaco,city,Colombia,Narino,Buesaco,Buesaco,1.384512,-77.155676
Colombia-Narino-Colon,city,Colombia,Narino,Colon,Colon,1.190067,-76.97286299999999
Colombia-Narino-Consaca,city,Colombia,Narino,Consaca,Consaca,1.207624,-77.46565799999999
Colombia-Narino-Contadero,city,Colombia,Narino,Contadero,Contadero,0.9109069999999999,-77.549911
Colombia-Narino-Cordoba,city,Colombia,Narino,Cordoba,Cordoba,8.049293,-75.57405
Colombia-Narino-Cuaspud,city,Colombia,Narino,Cuaspud,Cuaspud,0.863262,-77.729755
Colombia-Narino-Cumbal,city,Colombia,Narino,Cumbal,Cumbal,0.904589,-77.791184
Colombia-Narino-Cumbitara,city,Colombia,Narino,Cumbitara,Cumbitara,1.67696,-77.3253
Colombia-Narino-Chachagui,city,Colombia,Narino,Chachagui,Chachagui,1.359869,-77.28284099999999
Colombia-Narino-El_Charco,city,Colombia,Narino,El Charco,El Charco,2.479311,-78.11021099999999
Colombia-Narino-El_Penol,city,Colombia,Narino,El Penol,El Penol,6.2199662,-75.2435307
Colombia-Narino-El_Rosario,city,Colombia,Narino,El Rosario,El Rosario,1.74307,-77.335095
Colombia-Narino-El_Tablon_De_Gomez,city,Colombia,Narino,El Tablon De Gomez,El Tablon De Gomez,1.427619,-77.097224
Colombia-Narino-El_Tambo,city,Colombia,Narino,El Tambo,El Tambo,2.452695,-76.81132199999999
Colombia-Narino-Funes,city,Colombia,Narino,Funes,Funes,1.001167,-77.448926
Colombia-Narino-Guachucal,city,Colombia,Narino,Guachucal,Guachucal,0.9600719999999999,-77.731133
Colombia-Narino-Guaitarilla,city,Colombia,Narino,Guaitarilla,Guaitarilla,1.130349,-77.550994
Colombia-Narino-Gualmatan,city,Colombia,Narino,Gualmatan,Gualmatan,0.9196449999999999,-77.567138
Colombia-Narino-Iles,city,Colombia,Narino,Iles,Iles,0.9689110000000001,-77.521175
Colombia-Narino-Imues,city,Colombia,Narino,Imues,Imues,1.054949,-77.49643499999999
Colombia-Narino-Ipiales,city,Colombia,Narino,Ipiales,Ipiales,0.825542,-77.639504
Colombia-Narino-La_Cruz,city,Colombia,Narino,La Cruz,La Cruz,1.600678,-76.971119
Colombia-Narino-La_Florida,city,Colombia,Narino,La Florida,La Florida,1.298637,-77.40441899999999
Colombia-Narino-La_Llanada,city,Colombia,Narino,La Llanada,La Llanada,1.472852,-77.5798499
Colombia-Narino-La_Tola,city,Colombia,Narino,La Tola,La Tola,2.399572,-78.189712
Colombia-Narino-La_Union,city,Colombia,Narino,La Union,La Union,4.5334899,-76.10361600000002
Colombia-Narino-Leiva,city,Colombia,Narino,Leiva,Leiva,5.636499,-73.527058
Colombia-Narino-Linares,city,Colombia,Narino,Linares,Linares,1.350933,-77.52387000000002
Colombia-Narino-Los_Andes,city,Colombia,Narino,Los Andes,Los Andes,4.6014855,-74.06644570000002
Colombia-Narino-Magsi,city,Colombia,Narino,Magsi,Magsi,4.570868,-74.297333
Colombia-Narino-Mallama,city,Colombia,Narino,Mallama,Mallama,1.140872,-77.8645669
Colombia-Narino-Mosquera,city,Colombia,Narino,Mosquera,Mosquera,4.706035,-74.23010099999999
Colombia-Narino-Narino,city,Colombia,Narino,Narino,Narino,1.289151,-77.35794000000001
Colombia-Narino-Olaya_Herrera,city,Colombia,Narino,Olaya Herrera,Olaya Herrera,2.347,-78.3672799
Colombia-Narino-Ospina,city,Colombia,Narino,Ospina,Ospina,1.0595,-77.56554
Colombia-Narino-Francisco_Pizarro,city,Colombia,Narino,Francisco Pizarro,Francisco Pizarro,2.01292,-78.64453999999999
Colombia-Narino-Policarpa,city,Colombia,Narino,Policarpa,Policarpa,1.628978,-77.4603659
Colombia-Narino-Potosi,city,Colombia,Narino,Potosi,Potosi,0.806982,-77.572656
Colombia-Narino-Providencia,city,Colombia,Narino,Providencia,Providencia,13.3387613,-81.3729372
Colombia-Narino-Puerres,city,Colombia,Narino,Puerres,Puerres,0.8847229999999999,-77.505809
Colombia-Narino-Pupiales,city,Colombia,Narino,Pupiales,Pupiales,0.871676,-77.641002
Colombia-Narino-Ricaurte,city,Colombia,Narino,Ricaurte,Ricaurte,4.277309,-74.77230500000002
Colombia-Narino-Roberto_Payan,city,Colombia,Narino,Roberto Payan,Roberto Payan,1.718516,-78.25312
Colombia-Narino-Samaniego,city,Colombia,Narino,Samaniego,Samaniego,1.332614,-77.58615499999999
Colombia-Narino-Sandona,city,Colombia,Narino,Sandona,Sandona,1.28326,-77.472045
Colombia-Narino-San_Bernardo,city,Colombia,Narino,San Bernardo,San Bernardo,9.7197222,-75.78277779999999
Colombia-Narino-San_Lorenzo,city,Colombia,Narino,San Lorenzo,San Lorenzo,5.464719000000001,-75.69425100000001
Colombia-Narino-San_Pablo,city,Colombia,Narino,San Pablo,San Pablo,7.477887,-73.92410799999999
Colombia-Narino-San_Pedro_De_Cartago,city,Colombia,Narino,San Pedro De Cartago,San Pedro De Cartago,1.552654,-77.12024
Colombia-Narino-Santa_Barbara,city,Colombia,Narino,Santa Barbara,Santa Barbara,5.874249,-75.56642099999999
Colombia-Narino-Santacruz,city,Colombia,Narino,Santacruz,Santacruz,9.785833,-75.859167
Colombia-Narino-Sapuyes,city,Colombia,Narino,Sapuyes,Sapuyes,1.0373969,-77.619427
Colombia-Narino-Taminango,city,Colombia,Narino,Taminango,Taminango,1.57049,-77.280727
Colombia-Narino-Tangua,city,Colombia,Narino,Tangua,Tangua,1.094597,-77.3942409
Colombia-Narino-San_Andres_De_Tumaco,city,Colombia,Narino,San Andres De Tumaco,San Andres De Tumaco,1.787434,-78.791265
Colombia-Narino-Tuquerres,city,Colombia,Narino,Tuquerres,Tuquerres,1.085739,-77.618641
Colombia-Narino-Yacuanquer,city,Colombia,Narino,Yacuanquer,Yacuanquer,1.11567,-77.400055
Colombia-Norte_Santander-Cucuta,city,Colombia,Norte Santander,Cucuta,Cucuta,7.8890971,-72.4966896
Colombia-Norte_Santander-Abrego,city,Colombia,Norte Santander,Abrego,Abrego,8.0837905,-73.222916
Colombia-Norte_Santander-Arboledas,city,Colombia,Norte Santander,Arboledas,Arboledas,7.64323,-72.798862
Colombia-Norte_Santander-Bochalema,city,Colombia,Norte Santander,Bochalema,Bochalema,7.612039,-72.647352
Colombia-Norte_Santander-Bucarasica,city,Colombia,Norte Santander,Bucarasica,Bucarasica,8.04081,-72.8680399
Colombia-Norte_Santander-Cacota,city,Colombia,Norte Santander,Cacota,Cacota,7.268697,-72.642495
Colombia-Norte_Santander-Cachira,city,Colombia,Norte Santander,Cachira,Cachira,7.741865000000001,-73.04854399999999
Colombia-Norte_Santander-Chinacota,city,Colombia,Norte Santander,Chinacota,Chinacota,7.600192999999999,-72.60247
Colombia-Norte_Santander-Chitaga,city,Colombia,Norte Santander,Chitaga,Chitaga,7.137112999999999,-72.66549499999999
Colombia-Norte_Santander-Convencion,city,Colombia,Norte Santander,Convencion,Convencion,8.470146,-73.337007
Colombia-Norte_Santander-Cucutilla,city,Colombia,Norte Santander,Cucutilla,Cucutilla,7.539402999999999,-72.77228
Colombia-Norte_Santander-Durania,city,Colombia,Norte Santander,Durania,Durania,7.714685,-72.6562189
Colombia-Norte_Santander-El_Carmen,city,Colombia,Norte Santander,El Carmen,El Carmen,8.50874,-73.44879999999999
Colombia-Norte_Santander-El_Tarra,city,Colombia,Norte Santander,El Tarra,El Tarra,8.57451,-73.09339
Colombia-Norte_Santander-El_Zulia,city,Colombia,Norte Santander,El Zulia,El Zulia,7.937289,-72.604826
Colombia-Norte_Santander-Gramalote,city,Colombia,Norte Santander,Gramalote,Gramalote,7.887785999999999,-72.796795
Colombia-Norte_Santander-Hacari,city,Colombia,Norte Santander,Hacari,Hacari,8.322156999999999,-73.14587399999999
Colombia-Norte_Santander-Herran,city,Colombia,Norte Santander,Herran,Herran,7.505511,-72.483087
Colombia-Norte_Santander-Labateca,city,Colombia,Norte Santander,Labateca,Labateca,7.298617999999998,-72.496536
Colombia-Norte_Santander-La_Esperanza,city,Colombia,Norte Santander,La Esperanza,La Esperanza,7.639570999999999,-73.32753199999999
Colombia-Norte_Santander-La_Playa,city,Colombia,Norte Santander,La Playa,La Playa,8.214034999999999,-73.237889
Colombia-Norte_Santander-Los_Patios,city,Colombia,Norte Santander,Los Patios,Los Patios,7.833199,-72.504392
Colombia-Norte_Santander-Lourdes,city,Colombia,Norte Santander,Lourdes,Lourdes,7.944831,-72.831844
Colombia-Norte_Santander-Mutiscua,city,Colombia,Norte Santander,Mutiscua,Mutiscua,7.300196,-72.746803
Colombia-Norte_Santander-Ocana,city,Colombia,Norte Santander,Ocana,Ocana,8.252049999999999,-73.3532199
Colombia-Norte_Santander-Pamplona,city,Colombia,Norte Santander,Pamplona,Pamplona,7.378229999999999,-72.6503369
Colombia-Norte_Santander-Pamplonita,city,Colombia,Norte Santander,Pamplonita,Pamplonita,7.437158999999999,-72.63841900000001
Colombia-Norte_Santander-Puerto_Santander,city,Colombia,Norte Santander,Puerto Santander,Puerto Santander,8.361323,-72.408389
Colombia-Norte_Santander-Ragonvalia,city,Colombia,Norte Santander,Ragonvalia,Ragonvalia,7.577842999999999,-72.47612099999999
Colombia-Norte_Santander-Salazar,city,Colombia,Norte Santander,Salazar,Salazar,7.772786,-72.80993699999999
Colombia-Norte_Santander-San_Calixto,city,Colombia,Norte Santander,San Calixto,San Calixto,8.4015989,-73.2089979
Colombia-Norte_Santander-San_Cayetano,city,Colombia,Norte Santander,San Cayetano,San Cayetano,5.301222,-74.06970199999999
Colombia-Norte_Santander-Santiago,city,Colombia,Norte Santander,Santiago,Santiago,1.147148,-77.002405
Colombia-Norte_Santander-Sardinata,city,Colombia,Norte Santander,Sardinata,Sardinata,8.085092,-72.799937
Colombia-Norte_Santander-Silos,city,Colombia,Norte Santander,Silos,Silos,7.204823999999999,-72.75699399999999
Colombia-Norte_Santander-Teorama,city,Colombia,Norte Santander,Teorama,Teorama,8.437521,-73.2869429
Colombia-Norte_Santander-Tibu,city,Colombia,Norte Santander,Tibu,Tibu,8.642356,-72.73773299999999
Colombia-Norte_Santander-Toledo,city,Colombia,Norte Santander,Toledo,Toledo,7.307025,-72.48044399999999
Colombia-Norte_Santander-Villa_Caro,city,Colombia,Norte Santander,Villa Caro,Villa Caro,7.914546,-72.973164
Colombia-Norte_Santander-Villa_Del_Rosario,city,Colombia,Norte Santander,Villa Del Rosario,Villa Del Rosario,7.8437879,-72.46968970000002
Colombia-Quindio-Armenia,city,Colombia,Quindio,Armenia,Armenia,4.535000399999999,-75.6756888
Colombia-Quindio-Buenavista,city,Colombia,Quindio,Buenavista,Buenavista,4.358752,-75.740163
Colombia-Quindio-Calarca,city,Colombia,Quindio,Calarca,Calarca,4.530357,-75.640402
Colombia-Quindio-Circasia,city,Colombia,Quindio,Circasia,Circasia,4.616093999999999,-75.635595
Colombia-Quindio-Cordoba,city,Colombia,Quindio,Cordoba,Cordoba,8.049293,-75.57405
Colombia-Quindio-Filandia,city,Colombia,Quindio,Filandia,Filandia,4.675762,-75.659359
Colombia-Quindio-Genova,city,Colombia,Quindio,Genova,Genova,4.2497299,-75.66954
Colombia-Quindio-La_Tebaida,city,Colombia,Quindio,La Tebaida,La Tebaida,4.453588,-75.79153
Colombia-Quindio-Montenegro,city,Colombia,Quindio,Montenegro,Montenegro,4.566637,-75.75012
Colombia-Quindio-Pijao,city,Colombia,Quindio,Pijao,Pijao,4.336584,-75.702412
Colombia-Quindio-Quimbaya,city,Colombia,Quindio,Quimbaya,Quimbaya,4.625907,-75.761865
Colombia-Quindio-Salento,city,Colombia,Quindio,Salento,Salento,4.637376,-75.570777
Colombia-Risaralda-Pereira,city,Colombia,Risaralda,Pereira,Pereira,4.8087174,-75.690601
Colombia-Risaralda-Apia,city,Colombia,Risaralda,Apia,Apia,5.106663,-75.940865
Colombia-Risaralda-Balboa,city,Colombia,Risaralda,Balboa,Balboa,2.040728,-77.216606
Colombia-Risaralda-Belen_De_Umbria,city,Colombia,Risaralda,Belen De Umbria,Belen De Umbria,5.200902999999999,-75.869261
Colombia-Risaralda-Dosquebradas,city,Colombia,Risaralda,Dosquebradas,Dosquebradas,4.8318256,-75.68056779999999
Colombia-Risaralda-Guatica,city,Colombia,Risaralda,Guatica,Guatica,5.316428,-75.799407
Colombia-Risaralda-La_Celia,city,Colombia,Risaralda,La Celia,La Celia,5.003233,-76.003424
Colombia-Risaralda-La_Virginia,city,Colombia,Risaralda,La Virginia,La Virginia,4.88917,-75.87074299999999
Colombia-Risaralda-Marsella,city,Colombia,Risaralda,Marsella,Marsella,4.937236,-75.737551
Colombia-Risaralda-Mistrato,city,Colombia,Risaralda,Mistrato,Mistrato,5.2990769,-75.882128
Colombia-Risaralda-Pueblo_Rico,city,Colombia,Risaralda,Pueblo Rico,Pueblo Rico,5.222288,-76.0310499
Colombia-Risaralda-Quinchia,city,Colombia,Risaralda,Quinchia,Quinchia,5.341352,-75.730957
Colombia-Risaralda-Santa_Rosa_De_Cabal,city,Colombia,Risaralda,Santa Rosa De Cabal,Santa Rosa De Cabal,4.870121,-75.62239
Colombia-Risaralda-Santuario,city,Colombia,Risaralda,Santuario,Santuario,5.075748,-75.96414399999999
Colombia-Santander-Bucaramanga,city,Colombia,Santander,Bucaramanga,Bucaramanga,7.119349,-73.1227416
Colombia-Santander-Aguada,city,Colombia,Santander,Aguada,Aguada,6.161728999999999,-73.52239399999999
Colombia-Santander-Albania,city,Colombia,Santander,Albania,Albania,11.160651,-72.59190699999999
Colombia-Santander-Aratoca,city,Colombia,Santander,Aratoca,Aratoca,6.695018000000001,-73.017346
Colombia-Santander-Barbosa,city,Colombia,Santander,Barbosa,Barbosa,6.438790999999999,-75.334099
Colombia-Santander-Barichara,city,Colombia,Santander,Barichara,Barichara,6.635848999999999,-73.223409
Colombia-Santander-Barrancabermeja,city,Colombia,Santander,Barrancabermeja,Barrancabermeja,7.0617085,-73.8519319
Colombia-Santander-Betulia,city,Colombia,Santander,Betulia,Betulia,6.11278,-75.98467
Colombia-Santander-Bolivar,city,Colombia,Santander,Bolivar,Bolivar,8.6704382,-74.0300122
Colombia-Santander-Cabrera,city,Colombia,Santander,Cabrera,Cabrera,3.98479,-74.48418099999999
Colombia-Santander-California,city,Colombia,Santander,California,California,7.347189999999999,-72.94626
Colombia-Santander-Capitanejo,city,Colombia,Santander,Capitanejo,Capitanejo,6.528607,-72.69641299999999
Colombia-Santander-Carcasi,city,Colombia,Santander,Carcasi,Carcasi,6.626642,-72.6267809
Colombia-Santander-Cepita,city,Colombia,Santander,Cepita,Cepita,6.753889999999999,-72.97241
Colombia-Santander-Cerrito,city,Colombia,Santander,Cerrito,Cerrito,3.684084,-76.312996
Colombia-Santander-Charala,city,Colombia,Santander,Charala,Charala,6.28595,-73.147465
Colombia-Santander-Charta,city,Colombia,Santander,Charta,Charta,7.280931,-72.96804999999999
Colombia-Santander-Chima,city,Colombia,Santander,Chima,Chima,6.34469,-73.37442
Colombia-Santander-Chipata,city,Colombia,Santander,Chipata,Chipata,6.061617,-73.637199
Colombia-Santander-Cimitarra,city,Colombia,Santander,Cimitarra,Cimitarra,6.315208999999999,-73.9489059
Colombia-Santander-Concepcion,city,Colombia,Santander,Concepcion,Concepcion,6.394353,-75.256581
Colombia-Santander-Confines,city,Colombia,Santander,Confines,Confines,6.356618000000001,-73.241843
Colombia-Santander-Contratacion,city,Colombia,Santander,Contratacion,Contratacion,6.290943,-73.4742289
Colombia-Santander-Coromoro,city,Colombia,Santander,Coromoro,Coromoro,6.295618,-73.040784
Colombia-Santander-Curiti,city,Colombia,Santander,Curiti,Curiti,6.604594,-73.06924099999999
Colombia-Santander-El_Carmen_De_Chucuri,city,Colombia,Santander,El Carmen De Chucuri,El Carmen De Chucuri,6.698923000000001,-73.51159799999999
Colombia-Santander-El_Guacamayo,city,Colombia,Santander,El Guacamayo,El Guacamayo,6.245051,-73.49765099999999
Colombia-Santander-El_Penon,city,Colombia,Santander,El Penon,El Penon,6.223611,-75.178333
Colombia-Santander-El_Playon,city,Colombia,Santander,El Playon,El Playon,7.470498,-73.203211
Colombia-Santander-Encino,city,Colombia,Santander,Encino,Encino,6.13694,-73.09831
Colombia-Santander-Enciso,city,Colombia,Santander,Enciso,Enciso,6.66756,-72.70000999999999
Colombia-Santander-Florian,city,Colombia,Santander,Florian,Florian,5.803248,-73.970703
Colombia-Santander-Floridablanca,city,Colombia,Santander,Floridablanca,Floridablanca,7.0723921,-73.1069693
Colombia-Santander-Galan,city,Colombia,Santander,Galan,Galan,4.7014128,-74.1444969
Colombia-Santander-Gambita,city,Colombia,Santander,Gambita,Gambita,5.945604899999999,-73.344306
Colombia-Santander-Giron,city,Colombia,Santander,Giron,Giron,7.073967799999999,-73.1692652
Colombia-Santander-Guaca,city,Colombia,Santander,Guaca,Guaca,6.876227000000001,-72.856219
Colombia-Santander-Guadalupe,city,Colombia,Santander,Guadalupe,Guadalupe,6.246048999999999,-73.418739
Colombia-Santander-Guapota,city,Colombia,Santander,Guapota,Guapota,6.308152,-73.32095799999999
Colombia-Santander-Guavata,city,Colombia,Santander,Guavata,Guavata,5.955225,-73.701641
Colombia-Santander-Gsepsa,city,Colombia,Santander,Gsepsa,Gsepsa,4.335294999999999,-71.87936669999999
Colombia-Santander-Hato,city,Colombia,Santander,Hato,Hato,6.544078,-73.308154
Colombia-Santander-Jesus_Maria,city,Colombia,Santander,Jesus Maria,Jesus Maria,5.876811,-73.782881
Colombia-Santander-Jordan,city,Colombia,Santander,Jordan,Jordan,6.73196,-73.09693
Colombia-Santander-La_Belleza,city,Colombia,Santander,La Belleza,La Belleza,5.859414999999999,-73.96509499999999
Colombia-Santander-Landazuri,city,Colombia,Santander,Landazuri,Landazuri,6.219458899999999,-73.809258
Colombia-Santander-La_Paz,city,Colombia,Santander,La Paz,La Paz,6.189809899999999,-73.57585
Colombia-Santander-Lebrija,city,Colombia,Santander,Lebrija,Lebrija,7.111342,-73.216672
Colombia-Santander-Los_Santos,city,Colombia,Santander,Los Santos,Los Santos,6.755733999999999,-73.102305
Colombia-Santander-Macaravita,city,Colombia,Santander,Macaravita,Macaravita,6.506139999999999,-72.59259
Colombia-Santander-Malaga,city,Colombia,Santander,Malaga,Malaga,6.703857999999999,-72.729891
Colombia-Santander-Matanza,city,Colombia,Santander,Matanza,Matanza,7.32278,-73.015958
Colombia-Santander-Mogotes,city,Colombia,Santander,Mogotes,Mogotes,6.474867,-72.970517
Colombia-Santander-Molagavita,city,Colombia,Santander,Molagavita,Molagavita,6.674385000000001,-72.80926699999999
Colombia-Santander-Ocamonte,city,Colombia,Santander,Ocamonte,Ocamonte,6.339779999999999,-73.122163
Colombia-Santander-Oiba,city,Colombia,Santander,Oiba,Oiba,6.26467,-73.29838000000001
Colombia-Santander-Onzaga,city,Colombia,Santander,Onzaga,Onzaga,6.343846999999999,-72.81479200000001
Colombia-Santander-Palmar,city,Colombia,Santander,Palmar,Palmar,6.538795899999999,-73.29114799999999
Colombia-Santander-Palmas_Del_Socorro,city,Colombia,Santander,Palmas Del Socorro,Palmas Del Socorro,6.405855799999999,-73.28759289999999
Colombia-Santander-Paramo,city,Colombia,Santander,Paramo,Paramo,6.416886,-73.170777
Colombia-Santander-Piedecuesta,city,Colombia,Santander,Piedecuesta,Piedecuesta,6.991539,-73.05399799999999
Colombia-Santander-Pinchote,city,Colombia,Santander,Pinchote,Pinchote,6.53247,-73.17269999999999
Colombia-Santander-Puente_Nacional,city,Colombia,Santander,Puente Nacional,Puente Nacional,5.877927,-73.677635
Colombia-Santander-Puerto_Parra,city,Colombia,Santander,Puerto Parra,Puerto Parra,6.650797,-74.0559339
Colombia-Santander-Puerto_Wilches,city,Colombia,Santander,Puerto Wilches,Puerto Wilches,7.33875,-73.90545399999999
Colombia-Santander-Rionegro,city,Colombia,Santander,Rionegro,Rionegro,6.144837,-75.375085
Colombia-Santander-Sabana_De_Torres,city,Colombia,Santander,Sabana De Torres,Sabana De Torres,7.394791999999999,-73.500055
Colombia-Santander-San_Andres,city,Colombia,Santander,San Andres,San Andres,12.5450153,-81.7075787
Colombia-Santander-San_Benito,city,Colombia,Santander,San Benito,San Benito,6.12716,-73.509711
Colombia-Santander-San_Gil,city,Colombia,Santander,San Gil,San Gil,6.554824,-73.13412
Colombia-Santander-San_Joaquin,city,Colombia,Santander,San Joaquin,San Joaquin,6.427803,-72.868082
Colombia-Santander-San_Jose_De_Miranda,city,Colombia,Santander,San Jose De Miranda,San Jose De Miranda,6.658614,-72.733351
Colombia-Santander-San_Miguel,city,Colombia,Santander,San Miguel,San Miguel,0.33002,-76.87635999999999
Colombia-Santander-San_Vicente_De_Chucuri,city,Colombia,Santander,San Vicente De Chucuri,San Vicente De Chucuri,6.878518000000001,-73.413233
Colombia-Santander-Santa_Barbara,city,Colombia,Santander,Santa Barbara,Santa Barbara,5.874249,-75.56642099999999
Colombia-Santander-Santa_Helena_Del_Opon,city,Colombia,Santander,Santa Helena Del Opon,Santa Helena Del Opon,6.3387478,-73.616458
Colombia-Santander-Simacota,city,Colombia,Santander,Simacota,Simacota,6.443588,-73.33753399999999
Colombia-Santander-Socorro,city,Colombia,Santander,Socorro,Socorro,6.468665,-73.26404099999999
Colombia-Santander-Suaita,city,Colombia,Santander,Suaita,Suaita,6.098510999999999,-73.4432379
Colombia-Santander-Sucre,city,Colombia,Santander,Sucre,Sucre,8.813977,-74.723283
Colombia-Santander-Surata,city,Colombia,Santander,Surata,Surata,7.366515,-72.983983
Colombia-Santander-Tona,city,Colombia,Santander,Tona,Tona,7.201829999999999,-72.966757
Colombia-Santander-Valle_De_San_Jose,city,Colombia,Santander,Valle De San Jose,Valle De San Jose,6.448144,-73.14378599999999
Colombia-Santander-Velez,city,Colombia,Santander,Velez,Velez,6.00915,-73.671864
Colombia-Santander-Vetas,city,Colombia,Santander,Vetas,Vetas,7.333369999999999,-72.86667
Colombia-Santander-Villanueva,city,Colombia,Santander,Villanueva,Villanueva,10.603721,-72.98193599999999
Colombia-Santander-Zapatoca,city,Colombia,Santander,Zapatoca,Zapatoca,6.813882,-73.272537
Colombia-Sucre-Sincelejo,city,Colombia,Sucre,Sincelejo,Sincelejo,9.3045773,-75.39055669999999
Colombia-Sucre-Buenavista,city,Colombia,Sucre,Buenavista,Buenavista,4.358752,-75.740163
Colombia-Sucre-Caimito,city,Colombia,Sucre,Caimito,Caimito,8.789558,-75.11489
Colombia-Sucre-Coloso,city,Colombia,Sucre,Coloso,Coloso,9.49551,-75.35217999999999
Colombia-Sucre-Corozal,city,Colombia,Sucre,Corozal,Corozal,9.321697000000002,-75.294467
Colombia-Sucre-Covenas,city,Colombia,Sucre,Covenas,Covenas,9.402597,-75.68164200000001
Colombia-Sucre-Chalan,city,Colombia,Sucre,Chalan,Chalan,9.5458269,-75.312885
Colombia-Sucre-El_Roble,city,Colombia,Sucre,El Roble,El Roble,9.10192,-75.19554
Colombia-Sucre-Galeras,city,Colombia,Sucre,Galeras,Galeras,1.2218582,-77.3591903
Colombia-Sucre-Guaranda,city,Colombia,Sucre,Guaranda,Guaranda,8.468309999999999,-74.537025
Colombia-Sucre-La_Union,city,Colombia,Sucre,La Union,La Union,4.5334899,-76.10361600000002
Colombia-Sucre-Los_Palmitos,city,Colombia,Sucre,Los Palmitos,Los Palmitos,9.380493999999999,-75.27095
Colombia-Sucre-Majagual,city,Colombia,Sucre,Majagual,Majagual,8.54125,-74.62809899999999
Colombia-Sucre-Morroa,city,Colombia,Sucre,Morroa,Morroa,9.332193,-75.307733
Colombia-Sucre-Ovejas,city,Colombia,Sucre,Ovejas,Ovejas,9.5258559,-75.22752899999999
Colombia-Sucre-Palmito,city,Colombia,Sucre,Palmito,Palmito,9.333658999999999,-75.540823
Colombia-Sucre-Sampues,city,Colombia,Sucre,Sampues,Sampues,9.18357,-75.381105
Colombia-Sucre-San_Benito_Abad,city,Colombia,Sucre,San Benito Abad,San Benito Abad,8.931132,-75.03065099999999
Colombia-Sucre-San_Juan_De_Betulia,city,Colombia,Sucre,San Juan De Betulia,San Juan De Betulia,9.274374,-75.243774
Colombia-Sucre-San_Marcos,city,Colombia,Sucre,San Marcos,San Marcos,8.662576999999999,-75.128872
Colombia-Sucre-San_Onofre,city,Colombia,Sucre,San Onofre,San Onofre,9.74084,-75.519872
Colombia-Sucre-San_Pedro,city,Colombia,Sucre,San Pedro,San Pedro,3.99411,-76.22711
Colombia-Sucre-San_Luis_De_Since,city,Colombia,Sucre,San Luis De Since,San Luis De Since,9.241075,-75.146445
Colombia-Sucre-Sucre,city,Colombia,Sucre,Sucre,Sucre,8.813977,-74.723283
Colombia-Sucre-Santiago_De_Tolu,city,Colombia,Sucre,Santiago De Tolu,Santiago De Tolu,9.527515,-75.581273
Colombia-Sucre-Tolu_Viejo,city,Colombia,Sucre,Tolu Viejo,Tolu Viejo,9.452848999999999,-75.4391349
Colombia-Tolima-Ibague,city,Colombia,Tolima,Ibague,Ibague,4.444675999999999,-75.24243799999999
Colombia-Tolima-Alpujarra,city,Colombia,Tolima,Alpujarra,Alpujarra,3.39306,-75.93553
Colombia-Tolima-Alvarado,city,Colombia,Tolima,Alvarado,Alvarado,4.566843,-74.953211
Colombia-Tolima-Ambalema,city,Colombia,Tolima,Ambalema,Ambalema,4.782836,-74.766701
Colombia-Tolima-Anzoategui,city,Colombia,Tolima,Anzoategui,Anzoategui,4.632261,-75.09384899999999
Colombia-Tolima-Armero,city,Colombia,Tolima,Armero,Armero,4.96462,-74.90489
Colombia-Tolima-Ataco,city,Colombia,Tolima,Ataco,Ataco,3.591068,-75.381727
Colombia-Tolima-Cajamarca,city,Colombia,Tolima,Cajamarca,Cajamarca,4.441792,-75.426844
Colombia-Tolima-Carmen_De_Apicala,city,Colombia,Tolima,Carmen De Apicala,Carmen De Apicala,4.152951,-74.715312
Colombia-Tolima-Casabianca,city,Colombia,Tolima,Casabianca,Casabianca,5.078568,-75.119717
Colombia-Tolima-Chaparral,city,Colombia,Tolima,Chaparral,Chaparral,3.723827,-75.48397899999999
Colombia-Tolima-Coello,city,Colombia,Tolima,Coello,Coello,4.286261,-74.897875
Colombia-Tolima-Coyaima,city,Colombia,Tolima,Coyaima,Coyaima,3.799339,-75.19459499999999
Colombia-Tolima-Cunday,city,Colombia,Tolima,Cunday,Cunday,4.060503,-74.69189
Colombia-Tolima-Dolores,city,Colombia,Tolima,Dolores,Dolores,3.67109,-74.74951999999999
Colombia-Tolima-Espinal,city,Colombia,Tolima,Espinal,Espinal,4.149819,-74.88434099999999
Colombia-Tolima-Falan,city,Colombia,Tolima,Falan,Falan,5.123789899999999,-74.95201
Colombia-Tolima-Flandes,city,Colombia,Tolima,Flandes,Flandes,4.2867309,-74.812294
Colombia-Tolima-Fresno,city,Colombia,Tolima,Fresno,Fresno,5.153792999999999,-75.03631
