Airlines,city,FAA,IATA,ICAO,kind,latitude,longitude,max_runway,name,country,state
2,Barahona,,BRX,MDBH,Medium,18.251,-71.12,9843.0,MARIA MONTEZ INTL,Dominican Republic,
1,Cabo Rojo,,CBJ,MDCR,Medium,17.929,-71.645,4950.0,CABO ROJO,Dominican Republic,
74,Higuey,,PUJ,MDPC,Large,18.567,-68.363,10171.0,PUNTA CANA INTL,Dominican Republic,
25,La Romana,,LRM,MDLR,Medium,18.451,-68.912,9676.0,CASA DE CAMPO INTL,Dominican Republic,
30,Puerto Plata,,POP,MDPP,Medium,19.758,-70.57,10108.0,GREGORIO LUPERON INTL,Dominican Republic,
8,Samana,,AZS,MDCY,Medium,19.267,-69.742,,Samaná El Catey International Airport,Dominican Republic,
,San Isidro,,,MDSI,Medium,18.504,-69.762,7000.0,SAN ISIDRO AB,Dominican Republic,
16,Santiago,,STI,MDST,Medium,19.406,-70.605,8595.0,CIBAO INTL,Dominican Republic,
7,SANTO DOMINGO,,JBQ,MDJB,Medium,18.573,-69.986,5412.0,DR JOAQUIN BALAGUER INTL,Dominican Republic,
45,Santo Domingo,,SDQ,MDSD,Large,18.43,-69.669,11000.0,LAS AMERICAS INTL,Dominican Republic,
,Ambato,,ATF,SEAM,Medium,-1.212,-78.575,6316.0,CHACHOAN,Ecuador,
2,Coca,,OCC,SECO,Medium,-0.463,-76.987,6760.0,FRANCISCO DE ORELLANA,Ecuador,
3,Cuenca,,CUE,SECU,Medium,-2.889,-78.984,6234.0,MARISCAL LAMAR,Ecuador,
17,Guayaquil,,GYE,SEGU,Medium,-2.157,-79.884,8816.0,JOSE JOAQUIN DE OLMEDO INTL,Ecuador,
2,Latacunga,,LTX,SELT,Large,-0.907,-78.616,12117.0,COTOPAXI INTL,Ecuador,
,MACARA,,MRR,SEMA,Medium,-4.378,-79.941,3532.0,JOSE MARIA VELASCO IBARRA,Ecuador,
,Macas,,XMS,SEMC,Medium,-2.299,-78.121,8202.0,CORONEL E CARVAJAL,Ecuador,
,Machala,,MCH,SEMH,Medium,-3.269,-79.962,5293.0,GENERAL MANUEL SERRANO,Ecuador,
3,Manta,,MEC,SEMT,Medium,-0.946,-80.679,9383.0,ELOY ALFARO INTL,Ecuador,
,Portoviejo,,PVO,SEPV,Medium,-1.042,-80.472,7451.0,REALES TAMARINDOS,Ecuador,
31,Quito,,UIO,SEQM,Large,-0.129,-78.358,,Mariscal Sucre International Airport,Ecuador,
1,Salinas,,SNC,SESA,Medium,-2.205,-80.989,7995.0,GENERAL ULPIANO PAEZ,Ecuador,
1,Santa Rosa,,ETR,SERO,Medium,-3.435,-79.978,3255.0,CORONEL ARTILLERIA VICTOR LARREA,Ecuador,
,Tarapoa,,TPC,SETR,Medium,-0.123,-76.338,5151.0,TARAPOA,Ecuador,
,Tena,,TNW,,Medium,-1.063,-77.574,,Jumandy Airport,Ecuador,
,Tulcán,,TUA,SETU,Medium,0.81,-77.708,8071.0,TENIENTE CORONEL LUIS A MANTILLA,Ecuador,
2,San Salvador,,,MSSS,Medium,13.699,-89.12,7349.0,ILOPANGO INTL,El Salvador,
16,San Salvador,,SAL,MSLP,Large,13.441,-89.056,10500.0,EL SALVADOR INTL,El Salvador,
,Coban,,CBV,MGCB,Medium,15.469,-90.407,3340.0,COBAN,Guatemala,
,Flores,,,MGTK,Medium,16.914,-89.866,9842.0,MUNDO MAYA INTL,Guatemala,
28,Guatemala City,,GUA,MGGT,Medium,14.583,-90.527,9800.0,LA AURORA,Guatemala,
,Puerto Barrios,,PBR,MGPB,Medium,15.731,-88.584,8880.0,PUERTO BARRIOS,Guatemala,
,Puerto San José,,GSJ,MGSJ,Medium,13.936,-90.836,6595.0,SAN JOSE,Guatemala,
,Retalhuleu,,RER,MGRT,Medium,14.521,-91.697,5065.0,RETALHULEU,Guatemala,
,Rubelsanto,,RUV,MGRB,Medium,15.992,-90.445,4690.0,RUBELSANTO,Guatemala,
7,Cap Haitien,,CAP,MTCH,Medium,19.733,-72.195,4886.0,CAP HAITIEN INTL,Haiti,
1,Jacmel,,JAK,MTJA,Medium,18.241,-72.519,3300.0,JACMEL,Haiti,
1,Jeremie,,JEE,MTJE,Medium,18.663,-74.17,,Jérémie Airport,Haiti,
1,Les Cayes,,CYA,MTCA,Medium,18.271,-73.788,2960.0,CAYES,Haiti,
23,Port-au-Prince,,PAP,MTPP,Medium,18.58,-72.293,9974.0,TOUSSAINT LOUVERTURE INTL,Haiti,
1,Port-de-Paix,,PAX,MTPX,Medium,19.934,-72.849,,Port-de-Paix Airport,Haiti,
,,,LOV,MMMV,Medium,26.956,-101.47,6605.0,MONCLOVA INTL,Mexico,
1,,,PDS,MMPG,Medium,28.627,-100.535,6655.0,PIEDRAS NEGRAS INTL,Mexico,
1,,,CVJ,MMCB,Medium,18.835,-99.261,9439.0,GENERAL MARIANO MATAMOROS,Mexico,
,,,,MMIT,Medium,16.449,-95.094,7640.0,IXTEPEC,Mexico,
12,Acapulco,,ACA,MMAA,Large,16.757,-99.754,10832.0,GENERAL JUAN N ALVAREZ INTL,Mexico,
8,Aguascalientes,,AGU,MMAS,Medium,21.706,-102.318,9843.0,JESUS TERAN INTL,Mexico,
15,Atulco,,HUX,MMBT,Medium,15.775,-96.263,8858.0,BAHIAS DE HUATULCO INTL,Mexico,
,Cabo San Lucas,,,,Medium,22.948,-109.937,4921.0,CABO SAN LUCAS,Mexico,
3,Campeche,,CPE,MMCP,Medium,19.817,-90.5,8202.0,INGENIERO ALBERTO ACUNA ONGAY INTL,Mexico,
74,Cancún,,CUN,MMUN,Large,21.037,-86.877,11483.0,CANCUN INTL,Mexico,
,Celaya,,CYW,MMCY,Medium,20.546,-100.887,6284.0,CELAYA,Mexico,
2,Chetumal,,CTM,MMCM,Medium,18.505,-88.327,7244.0,CHETUMAL INTL,Mexico,
,Chichen Itza,,CZA,MMCT,Medium,20.641,-88.446,9186.0,CHICHEN ITZA INTL,Mexico,
11,Chihuahua,,CUU,MMCU,Medium,28.703,-105.965,8530.0,GENERAL R FIERRO VILLALOBOS INTL,Mexico,
2,Ciudad Constitución,,CUA,,Medium,25.054,-111.615,5250.0,CIUDAD CONSTITUCION,Mexico,
8,Ciudad del Carmen,,CME,MMCE,Medium,18.654,-91.799,7218.0,CIUDAD DEL CARMEN INTL,Mexico,
5,Ciudad Obregón,,CEN,MMCN,Medium,27.393,-109.833,7546.0,CIUDAD OBREGON INTL,Mexico,
1,Ciudad Victoria,,CVM,MMCV,Medium,23.703,-98.956,7218.0,GENERAL PEDRO JOSE MENDEZ INTL,Mexico,
3,Colima,,CLQ,MMIA,Medium,19.277,-103.577,7546.0,COLIMA,Mexico,
14,Cozumel,,CZM,MMCZ,Medium,20.522,-86.926,10165.0,COZUMEL INTL,Mexico,
9,Culiacán,,CUL,MMCL,Medium,24.765,-107.475,7546.0,CULIACAN INTL,Mexico,
4,Durango,,DGO,MMDO,Medium,24.124,-104.528,9514.0,DURANGO INTL,Mexico,
3,Escondido,,PXM,MMPS,Medium,15.877,-97.089,7546.0,PUERTO ESCONDIDO INTL,Mexico,
25,Guadalajara,,GDL,MMGL,Large,20.522,-103.311,13123.0,DON MIGUEL HIDALGO Y COSTILLA INTL,Mexico,
2,Guaymas,,GYM,MMGM,Medium,27.969,-110.925,7710.0,GENERAL JOSE MARIA YANEZ INTL,Mexico,
13,Hermosillo,,HMO,MMHO,Large,29.096,-111.048,7546.0,GENERAL IGNACIO P GARCIA INTL,Mexico,
1,Jalapa,,JAL,MMJA,Medium,19.475,-96.798,5577.0,LENCERO,Mexico,
8,Juarez,,CJS,MMCS,Medium,31.636,-106.429,8858.0,ABRAHAM GONZALEZ INTL,Mexico,
8,La Paz,,LAP,MMLP,Medium,24.073,-110.362,8202.0,GENERAL MANUEL MARQUEZ DE LEON INTL,Mexico,
1,La Villita,,LZC,MMLC,Medium,18.002,-102.221,4900.0,LAZARO CARDENAS,Mexico,
13,Leon,,BJX,MMLO,Medium,20.993,-101.481,11480.0,GUANAJUATO INTL,Mexico,
4,Loreto,,LTO,MMLT,Medium,25.989,-111.348,7218.0,LORETO INTL,Mexico,
6,Los Mochis,,LMM,MMLM,Medium,25.685,-109.081,6562.0,VALLE DEL FUERTE INTL,Mexico,
12,Manzanillo,,ZLO,MMZO,Medium,19.145,-104.559,7218.0,PLAYA DE ORO INTL,Mexico,
1,Matamoros,,MAM,MMMA,Medium,25.77,-97.525,7546.0,GENERAL SERVANDO CANALES INTL,Mexico,
19,Mazatlan,,MZT,MMMZ,Medium,23.161,-106.266,8858.0,GENERAL RAFAEL BUELNA INTL,Mexico,
19,Merida,,MID,MMMD,Medium,20.937,-89.658,10499.0,LICENCIADO MANUEL CRESCENCIO REJON INT,Mexico,
4,Mexicali,,MXL,MMML,Medium,32.631,-115.242,8530.0,GENERAL RODOLFO SANCHEZ TABOADA INTL,Mexico,
41,Mexico City,,MEX,MMMX,Large,19.436,-99.072,12795.0,LICENCIADO BENITO JUAREZ INTL,Mexico,
2,Minatitlán,,MTT,MMMT,Medium,18.103,-94.581,6890.0,MINATITLAN,Mexico,
,Monterrey,,NTR,MMAN,Medium,25.866,-100.237,6598.0,DEL NORTE INTL,Mexico,
18,Monterrey,,MTY,MMMY,Large,25.778,-100.107,9843.0,GENERAL MARIANO ESCOBEDO INTL,Mexico,
6,Morelia,,MLM,MMMM,Medium,19.85,-101.025,11155.0,GENERAL FRANCISCO J MUJICA INTL,Mexico,
1,Nuevo Laredo,,NLD,MMNL,Medium,27.444,-99.57,6562.0,QUETZALCOATL INTL,Mexico,
8,Oaxaca,,OAX,MMOX,Medium,17.0,-96.727,8038.0,XOXOCOTLAN INTL,Mexico,
2,Poza Rica,,PAZ,MMPA,Medium,20.603,-97.461,5906.0,TAJIN,Mexico,
6,Puebla,,PBC,MMPB,Medium,19.158,-98.371,11811.0,HERMANOS SERDAN INTL,Mexico,
,Puerto Peñasco,,,,Large,31.352,-113.306,,Mar de Cortés International Airport,Mexico,
27,Puerto Vallarta,,PVR,MMPR,Large,20.68,-105.254,10171.0,LICENCIADO GUSTAVO DIAZ ORDAZ INTL,Mexico,
8,Querétaro,,QRO,MMQT,Medium,20.617,-100.186,11483.0,QUERETARO INTERCONTINENTAL,Mexico,
7,Reynosa,,REX,MMRX,Medium,26.009,-98.229,6243.0,GENERAL LUCIO BLANCO INTL,Mexico,
1,Saltillo,,SLW,MMIO,Medium,25.549,-100.929,9506.0,PLAN DE GUADALUPE INTL,Mexico,
25,San Jose del Cabo,,SJD,MMSD,Large,23.152,-109.721,9843.0,LOS CABOS INTL,Mexico,
9,San Luis Potosi,,SLP,MMSP,Medium,22.254,-100.931,9867.0,PONCIANO ARRIAGA INTL,Mexico,
6,Tampico,,TAM,MMTM,Medium,22.296,-97.866,8366.0,GENERAL FRANCISCO JAVIER MINA INTL,Mexico,
3,Tapachula,,TAP,MMTP,Medium,14.794,-92.37,6562.0,TAPACHULA INTL,Mexico,
3,Tepic,,TPQ,MMEP,Medium,21.419,-104.843,7546.0,TEPIC,Mexico,
11,Tijuana,,TIJ,MMTJ,Large,32.541,-116.97,9711.0,GENERAL ABELARDO L RODRIGUEZ INTL,Mexico,
5,Toluca,,TLC,MMTO,Medium,19.337,-99.566,13485.0,LICENCIADO ADOLFO LOPEZ MATEOS INTL,Mexico,
7,Torreón,,TRC,MMTC,Medium,25.568,-103.411,9022.0,TORREON INTL,Mexico,
,Tuxtla Gutiérrez,,,MMTB,Medium,16.74,-93.173,6880.0,GENERAL DIV P A ANGEL H CORZO MOLINA,Mexico,
7,Tuxtla Gutierrez,,TGZ,MMTG,Medium,16.562,-93.026,8202.0,ANGEL ALBINO CORZO,Mexico,
1,Uruapan,,UPN,MMPN,Medium,19.397,-102.039,7874.0,LICENCIADO Y GEN IGNACIO LOPEZ RAYON,Mexico,
9,Veracruz,,VER,MMVR,Medium,19.146,-96.187,7874.0,GENERAL HERIBERTO JARA INTL,Mexico,
12,Villahermosa,,VSA,MMVA,Medium,17.997,-92.817,7218.0,C P A CARLOS ROVIROSA INTL,Mexico,
4,Zacatecas,,ZCL,MMZC,Medium,22.897,-102.687,9843.0,GENERAL LEOBARDO C RUIZ INTL,Mexico,
19,Zihuatanejo,,ZIH,MMZH,Medium,17.602,-101.461,8202.0,IXTAPA ZIHUATANEJO INTL,Mexico,
2,Bluefileds,,BEF,MNBL,Medium,11.991,-83.774,6625.0,BLUEFIELDS,Nicaragua,
19,Managua,,MGA,MNMG,Medium,12.141,-86.168,8012.0,MANAGUA INTL,Nicaragua,
1,Puerto Cabezas,,PUZ,MNPC,Medium,14.047,-83.387,8130.0,PUERTO CABEZAS,Nicaragua,
1,CHANGUINOLA,,CHX,MPCH,Medium,9.459,-82.517,3609.0,CAP MANUEL NINO INTL,Panama,
,CHITRE,,CTD,MPCE,Medium,7.988,-80.41,4921.0,ALONSO VALDERRAMA,Panama,
1,Colon,,ONX,MPEJ,Medium,9.357,-79.867,6001.0,ENRIQUE ADOLFO JIMENEZ,Panama,
2,David,,DAV,MPDA,Medium,8.391,-82.435,6890.0,ENRIQUE MALEK INTL,Panama,
2,Isla Colón,,BOC,MPBO,Medium,9.341,-82.251,4921.0,BOCAS DEL TORO INTL,Panama,
1,Panama City,,PAC,MPMG,Medium,8.973,-79.556,5463.0,MARCOS A GELABERT INTL,Panama,
39,Panama City,,PTY,MPTO,Large,9.071,-79.383,10006.0,TOCUMEN INTL,Panama,
1,Santiago,,SYP,MPSA,Medium,8.086,-80.945,3937.0,RUBEN CANTU,Panama,
10,Aguadilla,BQN,BQN,TJBQ,Medium,18.495,-67.129,11702.0,RAFAEL HERNANDEZ,United States,Puerto Rico
,Arecibo,ABO,ARE,TJAB,Medium,18.45,-66.675,3975.0,ANTONIO NERY JUARBE POL,United States,Puerto Rico
,Fajardo,X95,FAJ,TJFA,Medium,18.309,-65.662,3600.0,DIEGO JIMENEZ TORRES,United States,Puerto Rico
1,Mayaguez,MAZ,MAZ,TJMZ,Medium,18.256,-67.148,4998.0,EUGENIO MARIA DE HOSTOS,United States,Puerto Rico
1,Ponce,PSE,PSE,TJPS,Medium,18.008,-66.563,6904.0,MERCEDITA,United States,Puerto Rico
2,San Juan,SIG,SIG,TJIG,Medium,18.457,-66.098,5317.0,FERNANDO LUIS RIBAS DOMINICCI,United States,Puerto Rico
50,San Juan,SJU,SJU,TJSJ,Large,18.439,-66.002,10002.0,LUIS MUNOZ MARIN INTL,United States,Puerto Rico
,Alabaster,EET,,,Large,33.177,-86.783,5000.0,SHELBY CO,United States,Alabama
,ALBERTVILLE,8A0,,,Large,34.229,-86.256,6116.0,ALBERTVILLE MUNI THOMAS J BRUMLIK FLD,United States,Alabama
,Alexander City,ALX,ALX,,Large,32.915,-85.963,5425.0,THOMAS C RUSSELL FLD,United States,Alabama
,ANDALUSIA/OPP,79J,,,Large,31.309,-86.394,5001.0,ANDALUSIA OPP,United States,Alabama
,ANNISTON,ANB,ANB,KANB,Large,33.588,-85.858,7000.0,ANNISTON METRO,United States,Alabama
,AUBURN,AUO,AUO,,Large,32.615,-85.434,5264.0,AUBURN OPELIKA ROBERT G PITTS,United States,Alabama
,BAY MINETTE,1R8,,,Large,30.87,-87.819,5497.0,BAY MINETTE MUNI,United States,Alabama
,BESSEMER,EKY,,,Large,33.313,-86.926,5700.0,BESSEMER,United States,Alabama
11,BIRMINGHAM,BHM,BHM,KBHM,Large,33.563,-86.754,10000.0,BIRMINGHAM INTL,United States,Alabama
,BREWTON,12J,,,Large,31.051,-87.066,5135.0,BREWTON MUNI,United States,Alabama
,Clanton,02A,,,Large,32.85,-86.611,4008.0,GRAGG WADE FLD,United States,Alabama
,Cullman,3A1,,,Large,34.269,-86.858,5500.0,FOLSOM FLD,United States,Alabama
,Decatur,DCU,DCU,,Large,34.653,-86.945,6107.0,PRYOR FLD RGNL,United States,Alabama
1,DOTHAN,DHN,DHN,KDHN,Large,31.321,-85.45,8498.0,DOTHAN RGNL,United States,Alabama
,ENTERPRISE,EDN,ETS,,Large,31.3,-85.9,5100.0,ENTERPRISE MUNI,United States,Alabama
,Eufaula,EUF,EUF,,Large,31.951,-85.129,5000.0,WEEDON FLD,United States,Alabama
,Evergreen,GZH,,,Large,31.416,-87.044,4000.0,MIDDLETON FLD,United States,Alabama
,Fairhope,4R4,,,Large,30.461,-87.877,6604.0,H L SONNY CALLAHAN,United States,Alabama
,Fayette,M95,,,Large,33.709,-87.815,4899.0,RICHARD ARTHUR FLD,United States,Alabama
,FLORALA,0J4,,,Large,31.042,-86.312,3197.0,FLORALA MUNI,United States,Alabama
,FOLEY,5R4,,,Large,30.428,-87.701,3700.0,FOLEY MUNI,United States,Alabama
,Fort Payne,4A9,,,Large,34.474,-85.721,5001.0,ISBELL FLD,United States,Alabama
,Fort Rucker,OZR,OZR,KOZR,Medium,31.276,-85.713,5000.0,CAIRNS AAF,United States,Alabama
,GADSDEN,GAD,GAD,,Large,33.973,-86.089,6802.0,NORTHEAST ALABAMA RGNL,United States,Alabama
,Greenville,PRN,,,Large,31.846,-86.611,5500.0,MAC CRENSHAW MEM,United States,Alabama
1,GULF SHORES,JKA,GUF,,Large,30.29,-87.672,6962.0,JACK EDWARDS,United States,Alabama
,GUNTERSVILLE,8A1,,,Large,34.399,-86.27,3368.0,GUNTERSVILLE MUNI JOE STARNES FLD,United States,Alabama
,Haleyville,1M4,,,Large,34.28,-87.6,5008.0,POSEY FLD,United States,Alabama
,Hamilton,HAB,HAB,,Large,34.118,-87.998,5500.0,MARION CO RANKIN FITE,United States,Alabama
,Hartselle,5M0,,,Large,34.408,-86.933,3599.0,ROUNTREE FLD,United States,Alabama
8,HUNTSVILLE,HSV,HSV,KHSV,Large,34.637,-86.775,12600.0,HUNTSVILLE INTL CARL T JONES FLD,United States,Alabama
,Huntsville,MDQ,,,Large,34.861,-86.557,5008.0,MADISON CO EXECUTIVE,United States,Alabama
,JASPER,JFX,,,Large,33.902,-87.314,5003.0,WALKER CO BEVILL FLD,United States,Alabama
,LANETT,7A3,,,Large,32.812,-85.23,3148.0,LANETT MUNI,United States,Alabama
4,MOBILE,MOB,MOB,KMOB,Large,30.691,-88.243,8521.0,MOBILE RGNL,United States,Alabama
1,MOBILE,BFM,BFM,KBFM,Large,30.627,-88.068,9618.0,MOBILE DOWNTOWN,United States,Alabama
2,MONTGOMERY,MGM,MGM,KMGM,Large,32.301,-86.394,9010.0,MONTGOMERY RGNL,United States,Alabama
,Montgomery,MXF,MXF,KMXF,Medium,32.383,-86.366,8013.0,MAXWELL AFB,United States,Alabama
1,Muscle Shoals,MSL,MSL,KMSL,Large,34.745,-87.61,6693.0,NORTHWEST ALABAMA RGNL,United States,Alabama
,Ozark,71J,,,Large,31.431,-85.619,4200.0,BLACKWELL FLD,United States,Alabama
,Pell City,PLR,PLR,,Large,33.559,-86.249,5001.0,ST CLAIR CO,United States,Alabama
,PRATTVILLE,1A9,,,Large,32.439,-86.513,5400.0,PRATTVILLE GROUBY FLD,United States,Alabama
,REDSTONE ARSNL HUNTSVILLE,HUA,HUA,KHUA,Medium,34.679,-86.685,7300.0,REDSTONE AAF,United States,Alabama
,SCOTTSBORO,4A6,,,Large,34.689,-86.006,5250.0,SCOTTSBORO MUNI WORD FLD,United States,Alabama
,Selma,SEM,SEM,,Large,32.344,-86.988,8002.0,CRAIG FLD,United States,Alabama
,ST ELMO,2R5,,,Large,30.502,-88.275,3997.0,ST ELMO,United States,Alabama
,Sylacauga,SCD,,,Large,33.172,-86.306,5390.0,MERKEL FLD SYLACAUGA MUNI,United States,Alabama
,TALLADEGA,ASN,ASN,,Large,33.57,-86.051,6001.0,TALLADEGA MUNI,United States,Alabama
,TROY,TOI,TOI,,Large,31.86,-86.012,5022.0,TROY MUNI,United States,Alabama
,TUSCALOOSA,TCL,TCL,KTCL,Large,33.221,-87.611,6499.0,TUSCALOOSA RGNL,United States,Alabama
,Tuskegee,06A,,,Large,32.46,-85.68,5003.0,MOTON FLD MUNI,United States,Alabama
,WETUMPKA,08A,,,Large,32.529,-86.328,3011.0,WETUMPKA MUNI,United States,Alabama
2,,,YUM,KYUM,Medium,32.657,-114.606,13299.0,YUMA MCAS YUMA INTL,United States,Arizona
2,Bullhead City,IFP,IFP,,Large,35.157,-114.56,7520.0,LAUGHLIN BULLHEAD INTL,United States,Arizona
,CASA GRANDE,CGZ,CGZ,,Large,32.955,-111.767,5200.0,CASA GRANDE MUNI,United States,Arizona
,CHANDLER,CHD,,,Large,33.269,-111.811,4870.0,CHANDLER MUNI,United States,Arizona
,COOLIDGE,P08,,,Large,32.936,-111.427,5547.0,COOLIDGE MUNI,United States,Arizona
,Douglas Bisbee,DUG,DUG,,Large,31.469,-109.604,7503.0,BISBEE DOUGLAS INTL,United States,Arizona
2,FLAGSTAFF,FLG,FLG,KFLG,Large,35.138,-111.671,6999.0,FLAGSTAFF PULLIAM,United States,Arizona
,Fort Huachuca,FHU,FHU,KFHU,Medium,31.588,-110.344,12001.0,SIERRA VISTA MUNI LIBBY AAF,United States,Arizona
,GILA BEND,GBN,,,Medium,32.888,-112.72,8500.0,GILA BEND AF AUX,United States,Arizona
,Glendale,LUF,LUF,KLUF,Medium,33.535,-112.383,10012.0,LUKE AFB,United States,Arizona
,Globe,P13,GLB,,Large,33.353,-110.667,6500.0,SAN CARLOS APACHE,United States,Arizona
,Goodyear,GYR,GYR,,Large,33.424,-112.374,8500.0,PHOENIX GOODYEAR,United States,Arizona
2,GRAND CANYON,GCN,GCN,KGCN,Large,35.952,-112.147,8999.0,GRAND CANYON NATL PARK,United States,Arizona
,KINGMAN,IGM,IGM,,Large,35.259,-113.938,6826.0,KINGMAN,United States,Arizona
,Mesa,FFZ,,,Large,33.461,-111.728,5101.0,FALCON FLD,United States,Arizona
,NOGALES,OLS,OLS,,Large,31.418,-110.848,7199.0,NOGALES INTL,United States,Arizona
2,PAGE,PGA,PGA,,Large,36.926,-111.448,5950.0,PAGE MUNI,United States,Arizona
,PHOENIX,DVT,DVT,,Large,33.688,-112.083,7311.0,PHOENIX DEER VALLEY,United States,Arizona
29,PHOENIX,PHX,PHX,KPHX,Large,33.434,-112.012,11489.0,PHOENIX SKY HARBOR INTL,United States,Arizona
1,Phoenix,IWA,AZA,KIWA,Large,33.308,-111.655,10401.0,WILLIAMS GATEWAY,United States,Arizona
1,Prescott,PRC,PRC,KPRC,Large,34.654,-112.42,7550.0,ERNEST A LOVE FLD,United States,Arizona
,SAFFORD,SAD,SAD,,Large,32.855,-109.635,6015.0,SAFFORD RGNL,United States,Arizona
,SCOTTSDALE,SDL,SCF,,Large,33.623,-111.911,7849.0,SCOTTSDALE,United States,Arizona
,SEDONA,SEZ,SDX,,Large,34.849,-111.788,5129.0,SEDONA,United States,Arizona
,SPRINGERVILLE,D68,,,Large,34.135,-109.31,8417.0,TOWN OF SPRINGERVILLE MUNI,United States,Arizona
,TUCSON,AVQ,AVW,,Large,32.41,-111.218,6901.0,MARANA RGNL,United States,Arizona
,Tucson,RYN,,,Large,32.142,-111.175,5500.0,RYAN FLD,United States,Arizona
9,TUCSON,TUS,TUS,KTUS,Large,32.116,-110.941,10996.0,TUCSON INTL,United States,Arizona
,Tucson,DMA,DMA,KDMA,Medium,32.166,-110.883,13643.0,DAVIS MONTHAN AFB,United States,Arizona
,Willcox,P33,CWX,,Large,32.245,-109.895,6100.0,COCHISE CO,United States,Arizona
,WINSLOW,INW,INW,,Large,35.022,-110.723,7499.0,WINSLOW LINDBERGH RGNL,United States,Arizona
,Yuma,LGF,LGF,,Medium,32.86,-114.397,6118.0,LAGUNA AAF,United States,Arizona
,,,,,Large,34.833,-92.254,5002.0,NORTH LITTLE ROCK MUNI,United States,Arkansas
,,,SRC,,Large,35.211,-91.738,6008.0,SEARCY MUNI,United States,Arkansas
,Arkadelphia,M89,,,Large,34.1,-93.066,5000.0,DEXTER B FLORENCE MEM FLD,United States,Arkansas
,BATESVILLE,BVX,BVX,,Large,35.726,-91.647,6002.0,BATESVILLE RGNL,United States,Arkansas
,Benton,,,,Large,34.557,-92.607,3691.0,SALINE CO WATTS FLD,United States,Arkansas
,Blytheville,BYH,BYH,KBYH,Large,35.964,-89.944,11602.0,ARKANSAS INTL,United States,Arkansas
,BLYTHEVILLE,HKA,HKA,,Large,35.94,-89.831,5001.0,BLYTHEVILLE MUNI,United States,Arkansas
1,El Dorado,ELD,ELD,KELD,Large,33.221,-92.813,6600.0,SOUTH ARKANSAS RGNL AT GOODWIN FLD,United States,Arkansas
,Fayetteville,FYV,FYV,KFYV,Large,36.005,-94.17,6006.0,DRAKE FLD,United States,Arkansas
5,Fayetteville Springdale,XNA,XNA,,Large,36.282,-94.307,8800.0,NORTHWEST ARKANSAS RGNL,United States,Arkansas
,Flippin,FLP,FLP,,Large,36.291,-92.59,5000.0,MARION CO RGNL,United States,Arkansas
2,FORT SMITH,FSM,FSM,KFSM,Medium,35.337,-94.367,8000.0,FORT SMITH RGNL,United States,Arkansas
1,Harrison,HRO,HRO,KHRO,Large,36.262,-93.155,6161.0,BOONE CO,United States,Arkansas
,HEBER SPRINGS,HBZ,,,Large,35.512,-92.013,4002.0,HEBER SPRINGS MUNI,United States,Arkansas
,Helena-West Helena,HEE,HEE,,Large,34.576,-90.676,5000.0,THOMPSON ROBBINS,United States,Arkansas
,HOPE,M18,,,Large,33.72,-93.659,5559.0,HOPE MUNI,United States,Arkansas
1,Hot Springs,HOT,HOT,KHOT,Large,34.478,-93.096,6595.0,MEMORIAL FLD,United States,Arkansas
,Jacksonville,LRF,LRF,KLRF,Medium,34.917,-92.15,12000.0,LITTLE ROCK AFB,United States,Arkansas
1,JONESBORO,JBR,JBR,KJBR,Large,35.832,-90.646,6200.0,JONESBORO MUNI,United States,Arkansas
8,Little Rock,LIT,LIT,KLIT,Large,34.729,-92.224,8273.0,ADAMS FLD,United States,Arkansas
,MENA,MEZ,,,Large,34.545,-94.203,6000.0,MENA INTERMOUNTAIN MUNI,United States,Arkansas
,Mountain Home,BPK,WMH,,Large,36.369,-92.471,5001.0,OZARK RGNL,United States,Arkansas
,NEWPORT,M19,,,Large,35.638,-91.176,5002.0,NEWPORT MUNI,United States,Arkansas
,North Little Rock,RBM,,,Medium,34.85,-92.3,5000.0,ROBINSON AAF,United States,Arkansas
,Pine Bluff,PBF,PBF,,Large,34.173,-91.936,5998.0,GRIDER FLD,United States,Arkansas
,ROGERS,ROG,ROG,,Large,36.372,-94.107,6011.0,ROGERS MUNI CARTER FLD,United States,Arkansas
,RUSSELLVILLE,RUE,,,Large,35.259,-93.093,5094.0,RUSSELLVILLE RGNL,United States,Arkansas
,SPRINGDALE,ASG,SPZ,,Large,36.176,-94.119,5302.0,SPRINGDALE MUNI,United States,Arkansas
,STUTTGART,SGT,SGT,,Large,34.6,-91.575,6015.0,STUTTGART MUNI,United States,Arkansas
1,TEXARKANA,TXK,TXK,KTXK,Large,33.454,-93.991,6601.0,TEXARKANA RGNL WEBB FLD,United States,Arkansas
,WALNUT RIDGE,ARG,,,Large,36.108,-90.925,6001.0,WALNUT RIDGE RGNL,United States,Arkansas
,WEST MEMPHIS,AWM,AWM,,Large,35.135,-90.234,6003.0,WEST MEMPHIS MUNI,United States,Arkansas
,,,,,Large,36.893,-121.41,6350.0,HOLLISTER MUNI,United States,California
,ALTURAS,AAT,,,Large,41.483,-120.565,4301.0,ALTURAS MUNI,United States,California
,ARCATA/EUREKA,ACV,ACV,KACV,Large,40.978,-124.109,6000.0,ARCATA,United States,California
,Bakersfield,BFL,BFL,KBFL,Large,35.434,-119.057,10857.0,MEADOWS FLD,United States,California
,BAKERSFIELD,L45,,,Large,35.325,-118.996,4000.0,BAKERSFIELD MUNI,United States,California
